0.00,23.45
1.00,23.45
2.00,23.45
3.00,23.45
4.00,23.45
5.00,23.45
6.00,23.45
7.00,23.45
8.00,23.45
9.00,23.45
10.00,23.45
11.00,23.45
12.00,23.45
13.00,23.45
14.00,23.45
15.00,23.45
16.00,23.45
17.00,23.45
18.00,23.45
19.00,23.45
20.00,23.45
21.00,23.43
22.00,23.45
23.00,23.45
24.00,23.45
25.00,23.45
26.00,23.45
27.00,23.45
28.00,23.45
29.00,23.45
30.00,23.45
31.00,23.45
32.00,23.45
33.00,23.45
34.00,23.45
35.00,23.45
36.00,23.45
37.00,23.45
38.00,23.45
39.00,23.45
40.00,23.45
41.00,23.45
42.00,23.45
43.00,23.45
44.00,23.45
45.00,23.43
46.00,23.45
47.00,23.45
48.00,23.45
49.00,23.45
50.00,23.45
51.00,23.45
52.00,23.43
53.00,23.45
54.00,23.45
55.00,23.45
56.00,23.45
57.00,23.45
58.00,23.45
59.00,23.43
60.00,23.43
61.00,23.43
62.00,23.43
63.00,23.43
64.00,23.45
65.00,23.43
66.00,23.43
67.00,23.43
68.00,23.43
69.00,23.43
70.00,23.43
71.00,23.43
72.00,23.43
73.00,23.43
74.00,23.43
75.00,23.43
76.00,23.43
77.00,23.43
78.00,23.43
79.00,23.43
80.00,23.43
81.00,23.43
82.00,23.43
83.00,23.43
84.00,23.43
85.00,23.43
86.00,23.43
87.00,23.43
88.00,23.43
89.00,23.43
90.00,23.43
91.00,23.43
92.00,23.43
93.00,23.43
94.00,23.43
95.00,23.43
96.00,23.43
97.00,23.43
98.00,23.43
99.00,23.43
100.00,23.43
101.00,23.43
102.00,23.43
103.00,23.43
104.00,23.43
105.00,23.43
106.00,23.43
107.00,23.43
108.00,23.43
109.00,23.43
110.00,23.43
111.00,23.43
112.00,23.43
113.00,23.43
114.00,23.43
115.00,23.43
116.00,23.43
117.00,23.43
118.00,23.43
119.00,23.43
120.00,23.43
121.00,23.43
122.00,23.43
123.00,23.43
124.00,23.43
125.00,23.43
126.00,23.43
127.00,23.43
128.00,23.43
129.00,23.43
130.00,23.43
131.00,23.43
132.00,23.43
133.00,23.43
134.00,23.43
135.00,23.43
136.00,23.43
137.00,23.43
138.00,23.43
139.00,23.43
140.00,23.43
141.00,23.43
142.00,23.43
143.00,23.43
144.00,23.43
145.00,23.43
146.00,23.43
147.00,23.43
148.00,23.43
149.00,23.43
150.00,23.43
151.00,23.43
152.00,23.43
153.00,23.43
154.00,23.41
155.00,23.41
156.00,23.41
157.00,23.41
158.00,23.41
159.00,23.41
160.00,23.41
161.00,23.41
162.00,23.41
163.00,23.41
164.00,23.41
165.00,23.41
166.00,23.41
167.00,23.41
168.00,23.41
169.00,23.41
170.00,23.41
171.00,23.41
172.00,23.41
173.00,23.41
174.00,23.41
175.00,23.41
176.00,23.41
177.00,23.41
178.00,23.41
179.00,23.41
